
iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
58 4307.97 1.06892 -7.23993 16.4593 0.00447734 -0.000359278 0.00236682 -0.0769332 2.60973 -10.3247 -47.2098 -407.809 -2386.14 
59 4307.5 1.06892 -7.23993 16.4593 0.00444687 -0.000327298 0.00262321 -0.102149 2.57341 -10.3232 -112.274 66.5621 -1271.5 
60 4307.46 1.06892 -7.23993 16.4593 0.00438592 -0.000263336 0.003136 -0.152804 2.501 -10.3203 -243.696 1013.92 957.738 
61 4307.33 1.06892 -7.23993 16.4593 0.00441463 -0.000293466 0.00289444 -0.128905 2.53507 -10.3216 -181.574 567.889 -92.3552 
62 4307.33 1.06892 -7.23993 16.4593 0.00441718 -0.00030203 0.00289824 -0.224589 2.50256 -10.33 0.0494497 -0.152971 0.0957079 
63 4307.33 1.06892 -7.23993 16.4594 0.00441718 -0.000302034 0.00289821 -0.224604 2.50261 -10.33 -0.221736 -0.285599 -0.0212714 
64 4307.33 1.06892 -7.23994 16.4594 0.00441718 -0.000302043 0.00289817 -0.224633 2.50271 -10.33 -0.764108 -0.550855 -0.25523 
65 4307.33 1.06892 -7.23995 16.4594 0.00441717 -0.00030206 0.00289808 -0.224692 2.50291 -10.3299 -1.84885 -1.08137 -0.723147 
66 4307.33 1.06893 -7.23996 16.4595 0.00441715 -0.000302095 0.00289791 -0.224811 2.50332 -10.3298 -4.01834 -2.14239 -1.65898 
67 4307.32 1.06893 -7.24 16.4596 0.00441711 -0.000302164 0.00289756 -0.225047 2.50413 -10.3297 -8.35732 -4.26444 -3.53065 
68 4307.32 1.06894 -7.24007 16.4599 0.00441704 -0.000302303 0.00289687 -0.22552 2.50575 -10.3294 -17.0353 -8.50853 -7.27399 
69 4307.31 1.06895 -7.24022 16.4605 0.00441688 -0.00030258 0.00289548 -0.226466 2.509 -10.3288 -34.3912 -16.9967 -14.7607 
70 4307.3 1.06898 -7.24051 16.4618 0.00441658 -0.000303134 0.00289271 -0.228357 2.5155 -10.3276 -69.1031 -33.9731 -29.7341 
71 4307.27 1.06903 -7.2411 16.4642 0.00441597 -0.000304243 0.00288716 -0.23214 2.5285 -10.3252 -138.527 -67.926 -59.681 
72 4307.22 1.06913 -7.24227 16.469 0.00441475 -0.000306461 0.00287606 -0.239705 2.55449 -10.3203 -277.375 -135.832 -119.575 
73 4307.12 1.06934 -7.24461 16.4787 0.00441231 -0.000310897 0.00285385 -0.254834 2.60648 -10.3106 -555.074 -271.646 -239.365 
74 4306.94 1.06976 -7.24929 16.498 0.00440744 -0.000319769 0.00280945 -0.285087 2.71046 -10.2913 -1110.48 -543.279 -478.951 
75 4306.61 1.0706 -7.25865 16.5366 0.00439769 -0.000337512 0.00272064 -0.34557 2.91844 -10.2526 -2221.33 -1086.57 -958.148 
76 4306.14 1.07228 -7.27737 16.6139 0.0043782 -0.000372999 0.00254302 -0.466444 3.33446 -10.1751 -4443.18 -2173.23 -1916.64 
77 4305.94 1.07564 -7.31482 16.7685 0.00433921 -0.000443972 0.00218779 -0.707832 4.16677 -10.0204 -8887.46 -4346.93 -3834.03 
78 4305.9 1.0746 -7.30323 16.7206 0.00435127 -0.000422004 0.00229774 -0.633169 3.90911 -10.0683 -7511.79 -3674.08 -3240.5 
79 4305.43 1.07564 -7.31482 16.7685 0.0043881 -0.000420059 0.00220888 -0.484112 3.62167 -9.9177 -5630.94 -2908.12 -3502.76 
80 4304.8 1.07772 -7.338 16.8642 0.00446174 -0.000416168 0.00203116 -0.186169 3.04672 -9.61661 -1869.51 -1376.29 -4027.16 
81 4304.59 1.0798 -7.36117 16.9598 0.00453533 -0.00041228 0.00185358 0.111309 2.47215 -9.31582 1888.6 154.218 -4550.99 
82 4303.55 1.08188 -7.38433 17.0554 0.00452764 -0.000415028 0.00187187 0.0604907 2.48137 -9.13932 1911.63 17.5717 -4451.21 
83 4301.53 1.08604 -7.43066 17.2466 0.00451226 -0.000420523 0.00190844 -0.0411527 2.4998 -8.7863 1957.73 -255.737 -4251.64 
84 4297.72 1.09435 -7.52331 17.6291 0.0044815 -0.000431515 0.00198158 -0.244468 2.53663 -8.08029 2050.1 -802.416 -3852.45 
85 4290.99 1.11098 -7.70862 18.394 0.00441998 -0.000453497 0.00212786 -0.651217 2.61023 -6.66829 2235.5 -1896.02 -3053.83 
86 4281.09 1.14423 -8.07923 19.9238 0.00429693 -0.000497462 0.00242042 -1.46518 2.7571 -3.84444 2608.89 -4084.24 -1455.71 
87 4275.57 1.21074 -8.82046 22.9834 0.00405084 -0.000585392 0.00300555 -3.09497 3.0496 1.80273 3366.08 -8464.67 1744.12 
88 4275.15 1.19681 -8.66516 22.3423 0.0041024 -0.000566969 0.00288296 -2.75329 2.98845 0.619618 3206.29 -7546.46 1073.3 
89 4274.62 1.19681 -8.66516 22.3423 0.00405256 -0.000449676 0.00286628 -1.49307 3.54146 0.712831 34.7552 1.78783 -91.2937 
90 4274.62 1.19681 -8.66516 22.3423 0.00404849 -0.000449761 0.00287682 -1.50901 3.56968 0.706929 -146.85 -70.5121 -57.1187 
91 4274.62 1.19681 -8.66516 22.3423 0.00404969 -0.000447557 0.00288785 -1.50133 3.54167 0.711706 9.20203 4.44477 3.75637 
92 4274.62 1.19681 -8.66516 22.3423 0.00404962 -0.000447687 0.0028872 -1.50178 3.54332 0.711425 0.0223937 0.0354927 0.175438 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 4290.89 1.19681 -8.66516 22.3423 0.00484583 -0.000385816 0.00294128 0.193301 1.76257 -13.8381 -122.812 286.855 1935.85 
2 4290.76 1.19681 -8.66516 22.3423 0.0049393 -0.000499468 0.0021545 0.130861 1.83989 -13.8567 276.209 -1995.57 -1354.23 
3 4290.46 1.19681 -8.66516 22.3423 0.00489661 -0.000447551 0.00251391 0.159474 1.80445 -13.8482 94.4468 -952.426 148.742 
4 4290.46 1.19681 -8.66516 22.3423 0.00489599 -0.000433396 0.00250402 0.322196 1.82466 -13.83 -0.414361 0.182403 -0.11403 
5 4290.46 1.19681 -8.66516 22.3424 0.00489649 -0.000433353 0.00250397 0.322721 1.81946 -13.8292 30.6297 3.56074 2.77811 
6 4290.45 1.19681 -8.66517 22.3424 0.00489749 -0.000433268 0.00250389 0.323769 1.80906 -13.8276 92.7179 10.3174 8.56239 
7 4290.45 1.19681 -8.66518 22.3425 0.00489949 -0.000433096 0.00250372 0.325866 1.78825 -13.8243 216.894 23.8307 20.131 
8 4290.45 1.1968 -8.66519 22.3426 0.0049035 -0.000432752 0.00250337 0.33006 1.74665 -13.8179 465.247 50.8573 43.2681 
9 4290.45 1.1968 -8.6652 22.3426 0.00490373 -0.000432732 0.00250335 0.330309 1.74419 -13.8175 479.956 52.458 44.6384 
10 4290.45 1.1968 -8.6652 22.3426 0.00490374 -0.000432737 0.00250331 0.330315 1.7442 -13.8175 479.944 52.4033 44.4528 
11 4290.45 1.1968 -8.6652 22.3426 0.00490375 -0.000432747 0.00250323 0.330327 1.74422 -13.8174 479.921 52.2938 44.0814 
12 4290.45 1.1968 -8.6652 22.3427 0.00490376 -0.000432768 0.00250306 0.330351 1.74427 -13.8174 479.874 52.0749 43.3387 
13 4290.45 1.1968 -8.66521 22.3427 0.0049038 -0.000432809 0.00250272 0.3304 1.74436 -13.8172 479.781 51.6371 41.8532 
14 4290.45 1.1968 -8.66523 22.3429 0.00490386 -0.000432891 0.00250205 0.330496 1.74454 -13.817 479.594 50.7615 38.8823 
15 4290.45 1.19679 -8.66526 22.3431 0.00490399 -0.000433055 0.00250071 0.33069 1.74491 -13.8165 479.221 49.0103 32.9404 
16 4290.44 1.19678 -8.66533 22.3436 0.00490425 -0.000433383 0.00249802 0.331078 1.74565 -13.8155 478.474 45.5078 21.0568 
17 4290.42 1.19676 -8.66547 22.3447 0.00490478 -0.00043404 0.00249265 0.331854 1.74712 -13.8136 476.98 38.5026 -2.71059 
18 4290.4 1.19671 -8.66574 22.3467 0.00490582 -0.000435353 0.0024819 0.333404 1.75007 -13.8097 473.991 24.4919 -50.2453 
19 4290.34 1.19661 -8.66629 22.3509 0.00490791 -0.00043798 0.00246041 0.336506 1.75597 -13.8019 468.012 -3.53162 -145.315 
20 4290.24 1.19642 -8.66739 22.3592 0.00491209 -0.000443234 0.00241743 0.342708 1.76776 -13.7864 456.045 -59.5864 -335.455 
21 4290.05 1.19603 -8.66958 22.3758 0.00492045 -0.000453741 0.00233146 0.355108 1.79136 -13.7553 432.071 -171.727 -715.737 
22 4289.79 1.19526 -8.67396 22.4091 0.00493716 -0.000474755 0.00215952 0.379893 1.83857 -13.693 383.969 -396.135 -1476.31 
23 4289.67 1.19371 -8.68274 22.4756 0.00497059 -0.000516782 0.00181564 0.429399 1.9331 -13.5686 287.15 -845.451 -2997.49 
24 4289.65 1.19415 -8.68023 22.4565 0.00496102 -0.000504757 0.00191403 0.415243 1.90604 -13.6042 314.936 -716.822 -2562.24 
25 4289.39 1.19371 -8.68274 22.4756 0.00495884 -0.000490044 0.00191121 0.572776 1.92802 -13.5495 224.636 247.419 -2679.54 
26 4288.92 1.19282 -8.68775 22.5136 0.00495448 -0.000460619 0.00190558 0.887842 1.97199 -13.4401 44.046 2175.88 -2914.13 
27 4288.16 1.19105 -8.69779 22.5897 0.00494575 -0.000401767 0.00189431 1.51798 2.05991 -13.2213 -317.101 6032.74 -3383.32 
28 4287.39 1.1875 -8.71787 22.7419 0.00492829 -0.000284065 0.00187176 2.77827 2.23571 -12.7838 -1039.26 13746.1 -4321.72 
29 4287.36 1.18656 -8.72322 22.7824 0.00492364 -0.000252696 0.00186575 3.11415 2.28255 -12.6672 -1231.69 15801.8 -4571.81 
30 4285.17 1.18656 -8.72322 22.7824 0.00494347 -0.000507193 0.00193939 0.33779 1.97003 -12.981 309.084 -680.979 -2448.93 
31 4284.65 1.18656 -8.72322 22.7824 0.0049148 -0.000476093 0.00220167 0.287516 1.91786 -12.9803 327.001 -345.628 -1293.68 
32 4284.56 1.18656 -8.72322 22.7824 0.00485746 -0.000413892 0.00272624 0.186768 1.81372 -12.979 361.465 323.702 1016.76 
33 4284.44 1.18656 -8.72322 22.7824 0.00488186 -0.000440366 0.00250297 0.229682 1.85801 -12.9795 347.02 39.0417 33.3823 
34 4284.44 1.18656 -8.72322 22.7824 0.00487628 -0.000440894 0.00250321 0.223655 1.91631 -12.9883 -0.491015 -0.0537495 0.0414211 
35 4284.44 1.18656 -8.72322 22.7824 0.00487628 -0.000440891 0.0025032 0.2237 1.91632 -12.9883 -0.518424 0.20556 -0.0265378 
36 4284.44 1.18656 -8.72322 22.7824 0.00487628 -0.000440885 0.00250318 0.223791 1.91634 -12.9882 -0.573243 0.72418 -0.162456 
37 4284.44 1.18656 -8.72323 22.7825 0.00487628 -0.000440872 0.00250315 0.223973 1.91637 -12.9882 -0.68288 1.76142 -0.434292 
38 4284.44 1.18656 -8.72323 22.7825 0.00487628 -0.000440847 0.00250308 0.224337 1.91643 -12.9881 -0.902153 3.8359 -0.977963 
39 4284.44 1.18656 -8.72324 22.7826 0.00487628 -0.000440796 0.00250294 0.225065 1.91656 -12.9878 -1.3407 7.98485 -2.06531 
40 4284.44 1.18655 -8.72327 22.7828 0.00487629 -0.000440695 0.00250266 0.226521 1.91682 -12.9873 -2.21779 16.2828 -4.23999 
41 4284.43 1.18655 -8.72332 22.7831 0.0048763 -0.000440493 0.0025021 0.229434 1.91734 -12.9863 -3.97198 32.8786 -8.58936 
42 4284.42 1.18653 -8.72343 22.7838 0.00487633 -0.000440088 0.00250098 0.235258 1.91837 -12.9843 -7.48037 66.0702 -17.2881 
43 4284.41 1.18651 -8.72364 22.7853 0.00487638 -0.000439279 0.00249875 0.246907 1.92043 -12.9803 -14.4971 132.453 -34.6856 
44 4284.37 1.18646 -8.72406 22.7881 0.00487649 -0.000437661 0.00249428 0.270206 1.92455 -12.9723 -28.5308 265.22 -69.4804 
45 4284.29 1.18636 -8.7249 22.7938 0.0048767 -0.000434425 0.00248534 0.316802 1.9328 -12.9562 -56.5982 530.752 -139.07 
46 4284.15 1.18617 -8.72658 22.8052 0.00487712 -0.000427952 0.00246745 0.409996 1.94929 -12.9241 -112.734 1061.81 -278.248 
47 4283.89 1.18577 -8.72994 22.828 0.00487797 -0.000415006 0.00243169 0.596385 1.98227 -12.86 -225.009 2123.93 -556.6 
48 4283.43 1.18499 -8.73666 22.8735 0.00487966 -0.000389115 0.00236017 0.969166 2.04818 -12.7316 -449.573 4248.13 -1113.29 
49 4282.82 1.18342 -8.7501 22.9646 0.00488304 -0.000337333 0.00221712 1.71474 2.17987 -12.475 -898.758 8496.38 -2226.6 
50 4282.79 1.18028 -8.77697 23.1468 0.0048898 -0.000233769 0.00193103 3.20597 2.4427 -11.9617 -1797.35 16992.4 -4452.98 
51 4282.61 1.1818 -8.76403 23.059 0.00488654 -0.000283632 0.00206878 2.48798 2.31625 -12.2088 -1364.67 12901.9 -3381.09 
52 4281.49 1.18028 -8.77697 23.1468 0.00489864 -0.000317344 0.00195294 2.29753 2.31872 -12.0613 -1161.82 11595.6 -3753.34 
53 4279.58 1.17726 -8.80286 23.3222 0.00492283 -0.000384768 0.00172125 1.9166 2.32386 -11.7663 -756.456 8983 -4497.95 
54 4276.97 1.17122 -8.85462 23.673 0.00497121 -0.000519617 0.00125788 1.15462 2.33487 -11.1766 52.9532 3757.78 -5987.51 
55 4276.71 1.15914 -8.95814 24.3747 0.00506797 -0.000789314 0.000331143 -0.369885 2.35989 -9.99771 1666.49 -6692.78 -8968.05 
56 4276.01 1.16469 -8.9106 24.0525 0.00502353 -0.000665445 0.000756784 0.33039 2.3479 -10.5391 926.283 -1892.93 -7598.89 
57 4271.86 1.15914 -8.95814 24.3747 0.00500423 -0.000659066 0.000853998 0.24662 2.32425 -9.91359 1350.79 -1723.83 -7126.08 
58 4264.27 1.14804 -9.05324 25.0193 0.00496565 -0.000646308 0.00104843 0.0790006 2.27693 -8.66267 2199.95 -1386.21 -6180.41 
59 4251.99 1.12584 -9.24344 26.3084 0.00488847 -0.000620792 0.00143728 -0.256562 2.18228 -6.16089 3898.94 -713.373 -4288.78 
60 4239.06 1.08144 -9.62382 28.8867 0.00473412 -0.00056976 0.002215 -0.928981 1.99293 -1.15755 7299.53 622.731 -504.419 
61 4238.19 1.06656 -9.75126 29.7505 0.00468241 -0.000552664 0.00247554 -1.15463 1.92948 0.518552 8439.53 1067.48 763.704 
62 4237.61 1.06656 -9.75126 29.7505 0.0045488 -0.000569564 0.00246345 -1.31798 3.34774 0.303393 13.5106 -26.8193 -111.82 
63 4237.61 1.06656 -9.75126 29.7505 0.004546 -0.000564614 0.00248421 -1.29595 3.34922 0.306024 -16.1332 155.562 -39.1425 
64 4237.61 1.06656 -9.75126 29.7505 0.00454575 -0.000566606 0.00248911 -1.32389 3.34519 0.302982 -0.00858793 -0.0435378 0.126938 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 4313.13 1.06656 -9.75126 29.7505 0.00517806 -0.00046554 0.00242232 -0.54288 1.53167 -11.395 609.915 1104.06 7317 
2 4309.34 1.06656 -9.75126 29.7505 0.00524615 -0.000540378 0.00178652 -0.404459 1.67182 -11.3966 426.124 400.76 4529.48 
3 4307.2 1.06656 -9.75126 29.7505 0.00538233 -0.000690055 0.000514908 -0.128731 1.95333 -11.4001 50.4505 -1013.93 -1045.82 
4 4307.05 1.06656 -9.75126 29.7505 0.00535437 -0.000659326 0.000775971 -0.185217 1.89541 -11.3993 128.456 -722.612 98.8239 
5 4307.05 1.06656 -9.75126 29.7505 0.00535246 -0.000647979 0.000773228 -0.0626499 1.91921 -11.3869 -0.0409012 0.209483 0.0332201 
6 4307.05 1.06656 -9.75126 29.7505 0.00535246 -0.000647989 0.000773146 -0.0626365 1.91924 -11.3869 -0.123374 0.107824 -0.329601 
7 4307.05 1.06656 -9.75126 29.7505 0.00535248 -0.000648009 0.000772983 -0.0626096 1.9193 -11.3868 -0.28832 -0.0954937 -1.05524 
8 4307.05 1.06656 -9.75127 29.7506 0.00535251 -0.00064805 0.000772657 -0.0625559 1.91942 -11.3867 -0.618213 -0.50213 -2.50653 
9 4307.05 1.06656 -9.75129 29.7506 0.00535257 -0.00064813 0.000772005 -0.0624486 1.91966 -11.3866 -1.278 -1.3154 -5.4091 
10 4307.04 1.06656 -9.75132 29.7508 0.00535268 -0.00064829 0.000770701 -0.0622338 1.92015 -11.3863 -2.59759 -2.94196 -11.2142 
11 4307.04 1.06657 -9.75138 29.7512 0.00535291 -0.00064861 0.000768092 -0.0618043 1.92112 -11.3856 -5.23679 -6.19511 -22.8245 
12 4307.03 1.06657 -9.75151 29.752 0.00535337 -0.000649251 0.000762876 -0.0609453 1.92305 -11.3843 -10.5153 -12.7015 -46.0451 
13 4307.01 1.06658 -9.75176 29.7534 0.00535429 -0.000650532 0.000752442 -0.0592274 1.92693 -11.3817 -21.073 -25.7148 -92.4863 
14 4306.98 1.0666 -9.75226 29.7564 0.00535613 -0.000653095 0.000731575 -0.0557916 1.93467 -11.3765 -42.1906 -51.7433 -185.369 
15 4306.92 1.06663 -9.75327 29.7624 0.00535981 -0.00065822 0.00068984 -0.0489209 1.95017 -11.3661 -84.435 -103.808 -371.135 
16 4306.83 1.06669 -9.75528 29.7744 0.00536717 -0.00066847 0.000606371 -0.035182 1.98117 -11.3453 -168.96 -207.968 -742.67 
17 4306.74 1.06683 -9.75931 29.7982 0.00538189 -0.000688971 0.000439433 -0.00771501 2.04319 -11.3037 -338.155 -416.41 -1485.75 
18 4306.74 1.06685 -9.76016 29.8033 0.00538499 -0.000693297 0.000404202 -0.00192005 2.05629 -11.295 -373.888 -460.422 -1642.58 
19 4306.68 1.06688 -9.76101 29.8083 0.00539534 -0.000688709 0.000400773 0.0510867 1.95106 -11.2637 261.356 -138.47 -1619.04 
20 4306.6 1.06694 -9.76271 29.8184 0.00541603 -0.000679534 0.000393916 0.157099 1.74059 -11.2013 1531.84 505.433 -1571.97 
21 4306.53 1.06705 -9.76611 29.8386 0.00545741 -0.000661183 0.000380201 0.369116 1.31966 -11.0765 4072.79 1793.23 -1477.82 
22 4306.53 1.06705 -9.76627 29.8395 0.00545934 -0.000660324 0.000379559 0.379036 1.29996 -11.0707 4191.68 1853.49 -1473.42 
23 4306.51 1.06706 -9.76643 29.8405 0.00545928 -0.000660349 0.00037962 0.378694 1.30022 -11.0689 4191.23 1852.82 -1473.13 
24 4306.49 1.06707 -9.76675 29.8424 0.00545916 -0.0006604 0.000379742 0.378012 1.30073 -11.0654 4190.34 1851.47 -1472.55 
25 4306.45 1.06709 -9.76738 29.8461 0.00545891 -0.0006605 0.000379986 0.376648 1.30175 -11.0584 4188.57 1848.79 -1471.4 
26 4306.36 1.06713 -9.76865 29.8537 0.0054584 -0.000660702 0.000380473 0.373919 1.30379 -11.0442 4185.01 1843.41 -1469.09 
27 4306.18 1.06721 -9.7712 29.8688 0.0054574 -0.000661105 0.000381447 0.368461 1.30786 -11.016 4177.9 1832.66 -1464.48 
28 4305.83 1.06738 -9.77629 29.899 0.0054554 -0.000661911 0.000383395 0.357546 1.31602 -10.9596 4163.69 1811.16 -1455.25 
29 4305.14 1.06771 -9.78647 29.9594 0.00545139 -0.000663523 0.000387292 0.335715 1.33233 -10.8468 4135.26 1768.15 -1436.79 
30 4303.76 1.06838 -9.80683 30.0802 0.00544337 -0.000666747 0.000395085 0.292051 1.36496 -10.6211 4078.41 1682.15 -1399.87 
31 4301.1 1.06971 -9.84755 30.3218 0.00542734 -0.000673194 0.000410672 0.204722 1.4302 -10.1697 3964.78 1510.15 -1326.01 
32 4296.1 1.07237 -9.92899 30.805 0.00539527 -0.000686089 0.000441845 0.0300485 1.56068 -9.26703 3737.75 1166.21 -1178.27 
33 4287.43 1.07769 -10.0919 31.7714 0.00533114 -0.00071188 0.000504191 -0.319352 1.8216 -7.46166 3284.61 478.557 -882.664 
34 4275.39 1.08833 -10.4176 33.7042 0.00520287 -0.000763461 0.000628882 -1.01837 2.34332 -3.85106 2382.03 -895.861 -290.915 
35 4272.48 1.10961 -11.0692 37.5697 0.00494633 -0.000866624 0.000878266 -2.41728 3.3862 3.36954 591.66 -3641.14 894.695 
36 4270.25 1.10116 -10.8104 36.0347 0.0050482 -0.000825657 0.000779234 -1.86162 2.97215 0.502269 1300.27 -2551.53 423.54 
37 4270.19 1.10116 -10.8104 36.0347 0.00502751 -0.000785053 0.000772494 -1.42757 3.19785 0.526775 8.16128 3.02367 -6.88462 
38 4270.19 1.10116 -10.8104 36.0347 0.00502726 -0.000785143 0.000772702 -1.42881 3.20016 0.526295 -5.77173 -4.06327 -6.80368 
39 4270.19 1.10116 -10.8104 36.0347 0.00502724 -0.000785101 0.000773012 -1.42882 3.19994 0.526323 -4.83704 -3.35544 -5.38486 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 4210.7 1.10116 -10.8104 36.0347 0.00565936 -0.00056748 0.000764296 0.0862142 1.47653 -8.23084 -144.618 557.405 3428.63 
2 4209.37 1.10116 -10.8104 36.0347 0.00574025 -0.000655984 0.000106553 0.11274 1.51087 -8.2322 299.371 -847.812 670.919 
3 4209.34 1.10116 -10.8104 36.0347 0.00575426 -0.000671318 -7.40686e-006 0.117281 1.51688 -8.23245 376.004 -1091.57 193.108 
4 4209.33 1.10116 -10.8104 36.0347 0.00574896 -0.00065451 -1.68269e-005 0.305673 1.58463 -8.2177 -0.0603525 0.0616047 -0.000285655 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 4578.33 4.64788e-008 -3.46972e-007 2.94423e-007 0.00181384 0.000375746 8.96716e-005 0.856027 3.0793 -16.0153 -393.355 1179.77 6964.74 
2 4573.4 -1.73614e-007 -1.1828e-006 4.51196e-006 0.00207241 9.91552e-005 -0.00172577 0.340429 3.14377 -16.0985 1529.76 -6353.55 -582.722 
3 4573.08 -1.30217e-007 -1.01799e-006 3.68036e-006 0.00202142 0.000153692 -0.00136781 0.442481 3.13057 -16.082 1152.18 -4866.11 905.636 
4 4572.88 -1.44165e-007 -1.09407e-006 4.06877e-006 0.00201117 0.000222554 -0.00143914 1.26677 3.34812 -15.9893 -7.24402 -1.27871 -0.336047 
5 4572.88 -2.61217e-007 -1.40346e-006 5.54633e-006 0.00201183 0.000222711 -0.00143915 1.26843 3.3411 -15.9882 35.185 9.51998 3.99017 
6 4572.88 -3.8948e-007 -1.74229e-006 7.16501e-006 0.00201184 0.000222693 -0.00143922 1.26834 3.34109 -15.9882 35.3499 8.81387 3.73526 
7 4572.88 -6.46006e-007 -2.41995e-006 1.04024e-005 0.00201187 0.000222659 -0.00143936 1.26817 3.34106 -15.9882 35.6798 7.40164 3.22544 
8 4572.88 -1.15906e-006 -3.77527e-006 1.68771e-005 0.00201191 0.000222589 -0.00143965 1.26782 3.34101 -15.9882 36.3396 4.57717 2.20579 
9 4572.88 -2.18516e-006 -6.48591e-006 2.98265e-005 0.00201201 0.000222451 -0.00144023 1.26712 3.34091 -15.9883 37.6591 -1.07177 0.166505 
10 4572.87 -4.23737e-006 -1.19072e-005 5.57253e-005 0.00201219 0.000222174 -0.0014414 1.26573 3.34071 -15.9884 40.2982 -12.3696 -3.91207 
11 4572.87 -8.34179e-006 -2.27498e-005 0.000107523 0.00201257 0.000221619 -0.00144372 1.26293 3.34031 -15.9887 45.5764 -34.9654 -12.0692 
12 4572.87 -1.65506e-005 -4.44349e-005 0.000211118 0.00201332 0.000220511 -0.00144836 1.25735 3.3395 -15.9892 56.1325 -80.1571 -28.3836 
13 4572.87 -3.29683e-005 -8.78052e-005 0.000418309 0.00201482 0.000218294 -0.00145765 1.24617 3.33789 -15.9902 77.2445 -170.541 -61.0125 
14 4572.87 -6.58036e-005 -0.000174546 0.000832691 0.00201782 0.000213859 -0.00147623 1.22383 3.33468 -15.9922 119.467 -351.311 -126.271 
15 4572.86 -0.000131474 -0.000348027 0.00166145 0.00202382 0.00020499 -0.00151339 1.17913 3.32825 -15.9963 203.905 -712.859 -256.789 
16 4572.86 -0.000107125 -0.000283704 0.00135417 0.00202159 0.000208279 -0.00149961 1.1957 3.33063 -15.9948 172.598 -578.805 -208.396 
17 4572.86 -0.000131481 -0.000348048 0.00166155 0.00202163 0.00021231 -0.00151075 1.25316 3.34718 -15.9879 91.6934 -254.15 -298.97 
18 4572.86 -0.000180194 -0.000476735 0.00227633 0.00202171 0.000220371 -0.00153302 1.36808 3.38027 -15.9741 -70.1179 395.158 -480.117 
19 4572.86 -0.000161495 -0.000427338 0.00204035 0.00202168 0.000217277 -0.00152447 1.32397 3.36757 -15.9794 -8.00623 145.92 -410.584 
20 4572.85 -0.000161575 -0.000427542 0.00204131 0.00202217 0.000208453 -0.00149965 1.19748 3.3243 -15.9924 211.635 -566.296 -204.746 
21 4572.85 -0.000161669 -0.000427787 0.00204248 0.00201764 0.00021436 -0.00147437 1.22647 3.33322 -15.9893 127.29 -328.537 -118.601 
22 4572.84 -0.000161857 -0.000428278 0.00204482 0.00200858 0.000226172 -0.00142383 1.28444 3.35107 -15.9831 -41.4127 146.964 53.6865 
23 4572.84 -0.000161801 -0.00042813 0.00204412 0.00201131 0.000222607 -0.00143909 1.26694 3.34568 -15.9849 9.51274 3.43362 1.68098 
24 4572.84 -0.000161871 -0.000428314 0.002045 0.00201078 0.000222431 -0.00143912 1.26514 3.35138 -15.9859 -24.9177 -8.22011 -1.76764 
25 4572.84 -0.000161953 -0.000428532 0.00204603 0.00201078 0.000222431 -0.00143912 1.26513 3.35138 -15.9859 -24.9171 -8.22284 -1.76337 
26 4572.84 -0.000162117 -0.000428966 0.00204811 0.00201078 0.000222431 -0.00143912 1.26513 3.35138 -15.9859 -24.9159 -8.2283 -1.75482 
27 4572.84 -0.000162446 -0.000429835 0.00205226 0.00201078 0.000222431 -0.00143912 1.26513 3.35138 -15.9859 -24.9135 -8.23923 -1.73774 
28 4572.84 -0.000163103 -0.000431573 0.00206056 0.00201078 0.000222431 -0.00143911 1.26512 3.35137 -15.9859 -24.9086 -8.26107 -1.70357 
29 4572.84 -0.000164418 -0.000435048 0.00207716 0.00201077 0.000222432 -0.0014391 1.2651 3.35137 -15.9858 -24.8988 -8.30477 -1.63523 
30 4572.84 -0.000167048 -0.000441999 0.00211035 0.00201077 0.000222432 -0.00143907 1.26507 3.35137 -15.9858 -24.8794 -8.39216 -1.49855 
31 4572.84 -0.000172308 -0.000455902 0.00217674 0.00201076 0.000222434 -0.00143902 1.265 3.35136 -15.9857 -24.8404 -8.56695 -1.22518 
32 4572.84 -0.000182828 -0.000483706 0.00230952 0.00201074 0.000222436 -0.00143891 1.26487 3.35135 -15.9854 -24.7625 -8.91652 -0.678457 
33 4572.83 -0.000203868 -0.000539314 0.00257509 0.0020107 0.000222442 -0.0014387 1.2646 3.35132 -15.9849 -24.6066 -9.61567 0.414996 
34 4572.82 -0.000245948 -0.000650532 0.00310621 0.00201062 0.000222453 -0.00143827 1.26406 3.35126 -15.984 -24.2949 -11.014 2.6019 
