
iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
77 3027.38 -13.546 -5.33217 138.963 0.00140851 -0.00457347 -0.0237425 4.32405 6.25326 -23.1334 337.141 24401.8 -240.722 
78 3000.58 -13.4936 -5.60505 140.032 0.00135815 -0.00465521 -0.0239652 3.70308 6.11553 -20.9738 -166.38 22084.7 -1045.46 
79 2955.1 -13.389 -6.1508 142.168 0.00125744 -0.00481869 -0.0244106 2.46168 5.84096 -16.6548 -1171.64 17456.9 -2653.98 
80 2896.6 -13.1796 -7.24231 146.442 0.00105601 -0.00514566 -0.0253015 -0.0190595 5.29537 -8.01758 -3175.04 8226.08 -5867.16 
81 2880.88 -13.0011 -8.17298 150.086 0.000884259 -0.00542445 -0.0260611 -2.13207 4.83392 -0.653915 -4875.76 381.598 -8602.83 
82 2876.39 -12.9861 -8.2513 150.393 0.00131659 -0.00548297 -0.0253367 -2.20223 1.41122 -0.29407 10334 -354.705 -5874.03 
83 2873.51 -12.9861 -8.2513 150.393 0.000893151 -0.00546843 -0.025096 -1.87867 4.52609 -0.0493697 -3187.79 226.616 -5529.39 
84 2871.16 -12.9861 -8.2513 150.393 0.000905209 -0.00547673 -0.024609 -1.66415 4.39106 -0.0569696 -2287.55 509.415 -3963.09 
85 2868.78 -12.9861 -8.2513 150.393 0.000929323 -0.00549333 -0.0236348 -1.23478 4.12122 -0.0721743 -486.194 1074.21 -830.417 
86 2868.66 -12.9861 -8.2513 150.393 0.000935876 -0.00549784 -0.0233702 -1.11803 4.04795 -0.0763069 3.47245 1227.49 20.8212 
87 2868.64 -12.9861 -8.2513 150.393 0.000935956 -0.00553726 -0.0233631 -1.40645 4.05352 -0.079619 0.579045 -0.025813 0.0172387 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 2650.39 -12.9861 -8.2513 150.393 0.000825329 -0.00637633 -0.0234909 -0.639899 4.47273 -14.1112 -556.512 -287.032 2366.76 
2 2649.79 -12.9861 -8.2513 150.393 0.00100864 -0.00635525 -0.0243266 -1.01717 3.19419 -14.2198 4458.92 -576.149 -78.5408 
3 2649.66 -12.9861 -8.2513 150.393 0.000954657 -0.00636146 -0.0240805 -0.905846 3.57066 -14.1878 2981.91 -491.01 641.576 
4 2649.47 -12.9861 -8.2513 150.393 0.000846356 -0.00633177 -0.0243062 -0.804492 4.37801 -14.1208 -659.666 108.26 -141.962 
5 2649.46 -12.9861 -8.2513 150.393 0.000865969 -0.00633715 -0.0242653 -0.822874 4.23181 -14.1329 -0.200833 -0.253485 -0.073009 
6 2649.46 -12.9861 -8.25131 150.393 0.000866215 -0.00633626 -0.0242658 -0.816742 4.22986 -14.1329 7.51882 26.0916 -0.311947 
7 2649.46 -12.9861 -8.25134 150.393 0.000866709 -0.0063345 -0.0242667 -0.804477 4.22596 -14.1329 22.9581 78.7817 -0.789825 
8 2649.46 -12.9861 -8.25139 150.393 0.000867695 -0.00633098 -0.0242687 -0.779948 4.21815 -14.1329 53.8367 184.162 -1.74559 
9 2649.45 -12.9861 -8.2515 150.393 0.000869667 -0.00632393 -0.0242725 -0.730891 4.20255 -14.1329 115.594 394.923 -3.65716 
10 2649.45 -12.986 -8.25171 150.394 0.000873612 -0.00630984 -0.0242802 -0.632776 4.17134 -14.1329 239.109 816.444 -7.48046 
11 2649.45 -12.986 -8.25165 150.394 0.00087255 -0.00631363 -0.0242782 -0.659185 4.17974 -14.1329 205.862 702.983 -6.45133 
12 2649.45 -12.986 -8.25171 150.394 0.000872498 -0.00631364 -0.0242802 -0.660447 4.18018 -14.1325 202.544 700.346 -12.9571 
13 2649.44 -12.986 -8.25182 150.394 0.000872394 -0.00631366 -0.0242843 -0.66297 4.18105 -14.1317 195.906 695.072 -25.9688 
14 2649.43 -12.986 -8.25204 150.395 0.000872186 -0.0063137 -0.0242924 -0.668016 4.18281 -14.1301 182.632 684.524 -51.992 
15 2649.41 -12.9859 -8.25249 150.396 0.000871769 -0.00631378 -0.0243087 -0.678109 4.18632 -14.1268 156.083 663.427 -104.038 
16 2649.37 -12.9857 -8.2534 150.4 0.000870935 -0.00631394 -0.0243413 -0.698293 4.19335 -14.1203 102.986 621.234 -208.131 
17 2649.3 -12.9854 -8.2552 150.406 0.000869268 -0.00631426 -0.0244066 -0.738661 4.20741 -14.1073 -3.20321 536.844 -416.317 
18 2649.19 -12.9847 -8.2588 150.418 0.000865934 -0.00631489 -0.024537 -0.81939 4.23553 -14.0813 -215.568 368.057 -832.686 
19 2649.15 -12.9833 -8.26601 150.442 0.000859265 -0.00631616 -0.0247979 -0.980825 4.29181 -14.0292 -640.24 30.4502 -1665.42 
20 2649.14 -12.9837 -8.26376 150.434 0.000861341 -0.00631577 -0.0247167 -0.930582 4.27428 -14.0454 -508.07 135.535 -1406.23 
21 2649.03 -12.9833 -8.26601 150.442 0.000885342 -0.00632312 -0.0247258 -0.993269 4.09592 -14.0454 253.755 -86.7592 -1420.03 
22 2648.88 -12.9824 -8.27049 150.457 0.000933345 -0.00633782 -0.0247438 -1.11865 3.7392 -14.0452 1777.4 -531.341 -1447.63 
23 2648.83 -12.9806 -8.27946 150.487 0.00102935 -0.00636723 -0.0247799 -1.36945 3.02577 -14.045 4824.65 -1420.48 -1502.8 
24 2648.81 -12.9812 -8.27647 150.477 0.000997354 -0.00635743 -0.0247679 -1.28585 3.26355 -14.0451 3809.04 -1124.15 -1484.41 
25 2648.49 -12.9812 -8.27647 150.477 0.000859234 -0.00631667 -0.0247141 -0.930277 4.26425 -13.9593 -505.345 133.876 -1398.37 
26 2648.31 -12.9812 -8.27647 150.477 0.000862454 -0.00631614 -0.0245604 -0.834993 4.22784 -13.9612 -255.232 333.682 -907.925 
27 2648.18 -12.9812 -8.27648 150.477 0.000868895 -0.00631507 -0.024253 -0.644396 4.15507 -13.965 245.076 733.219 72.9763 
28 2648.18 -12.9812 -8.27648 150.477 0.000868373 -0.00631516 -0.0242779 -0.659852 4.16097 -13.9647 204.505 700.826 -6.56066 
29 2648.17 -12.9812 -8.27648 150.477 0.000862415 -0.00633636 -0.0242662 -0.807252 4.20745 -13.9626 19.7105 67.4841 -0.492291 
30 2648.17 -12.9812 -8.27648 150.477 0.000861777 -0.00633863 -0.024265 -0.823024 4.21243 -13.9623 -0.0621428 -0.282688 0.156993 
31 2648.17 -12.9812 -8.27648 150.477 0.000861774 -0.00633863 -0.024265 -0.823018 4.21245 -13.9623 -0.151706 -0.259653 0.153119 
32 2648.17 -12.9812 -8.27648 150.477 0.000861768 -0.00633862 -0.024265 -0.823006 4.21249 -13.9623 -0.330832 -0.213583 0.14537 
33 2648.17 -12.9812 -8.27648 150.477 0.000861757 -0.00633862 -0.024265 -0.822982 4.21257 -13.9623 -0.689084 -0.121443 0.129873 
34 2648.17 -12.9812 -8.27649 150.477 0.000861733 -0.00633862 -0.024265 -0.822933 4.21273 -13.9622 -1.40559 0.0628368 0.0988787 
35 2648.17 -12.9812 -8.2765 150.477 0.000861686 -0.0063386 -0.024265 -0.822836 4.21305 -13.9621 -2.8386 0.431396 0.0368901 
36 2648.17 -12.9812 -8.27652 150.477 0.000861592 -0.00633858 -0.024265 -0.822643 4.21368 -13.9619 -5.70461 1.16852 -0.087087 
37 2648.16 -12.9812 -8.27657 150.477 0.000861404 -0.00633853 -0.0242651 -0.822256 4.21496 -13.9615 -11.4366 2.64275 -0.335041 
38 2648.16 -12.9812 -8.27667 150.477 0.000861027 -0.00633843 -0.0242651 -0.821481 4.21751 -13.9606 -22.9007 5.59123 -0.83095 
39 2648.15 -12.9811 -8.27687 150.478 0.000860274 -0.00633823 -0.0242653 -0.819932 4.22262 -13.9588 -45.8288 11.4882 -1.82277 
40 2648.13 -12.9811 -8.27726 150.479 0.000858769 -0.00633784 -0.0242657 -0.816834 4.23283 -13.9553 -91.685 23.2821 -3.8064 
41 2648.09 -12.9809 -8.27805 150.482 0.000855757 -0.00633705 -0.0242663 -0.810639 4.25325 -13.9482 -183.397 46.8698 -7.77367 
42 2648.01 -12.9806 -8.27963 150.487 0.000849734 -0.00633548 -0.0242677 -0.798247 4.29409 -13.934 -366.822 94.0453 -15.7082 
43 2647.86 -12.98 -8.28278 150.497 0.000837687 -0.00633233 -0.0242704 -0.773463 4.37576 -13.9057 -733.669 188.396 -31.5772 
44 2647.57 -12.9788 -8.28908 150.518 0.000813594 -0.00632603 -0.0242759 -0.723894 4.53912 -13.849 -1467.36 377.095 -63.315 
45 2647.05 -12.9763 -8.30168 150.56 0.000765408 -0.00631343 -0.0242868 -0.62475 4.86583 -13.7357 -2934.71 754.488 -126.79 
46 2646.23 -12.9714 -8.32689 150.644 0.000669035 -0.00628824 -0.0243087 -0.426435 5.51925 -13.5092 -5869.32 1509.25 -253.738 
47 2645.53 -12.9615 -8.37731 150.811 0.000476291 -0.00623785 -0.0243523 -0.0297037 6.82608 -13.0563 -11738.2 3018.67 -507.623 
48 2645.52 -12.9608 -8.38098 150.823 0.000462275 -0.00623418 -0.0243555 -0.000849615 6.92111 -13.0234 -12164.9 3128.43 -526.085 
49 2645.34 -12.9601 -8.38464 150.835 0.000462553 -0.00623419 -0.0243581 -0.00107399 6.91195 -12.9992 -12139.1 3131.85 -533.204 
50 2644.97 -12.9586 -8.39197 150.859 0.000463108 -0.00623422 -0.0243632 -0.00152276 6.89364 -12.951 -12087.4 3138.7 -547.443 
51 2644.23 -12.9558 -8.40664 150.908 0.000464219 -0.00623426 -0.0243734 -0.00242042 6.85701 -12.8544 -11984 3152.4 -575.922 
52 2642.78 -12.9501 -8.43597 151.005 0.000466441 -0.00623436 -0.0243939 -0.00421622 6.78375 -12.6613 -11777.3 3179.82 -632.877 
53 2639.94 -12.9386 -8.49463 151.2 0.000470885 -0.00623454 -0.0244348 -0.0078097 6.63724 -12.2751 -11364 3234.67 -746.786 
54 2634.52 -12.9157 -8.61195 151.589 0.000479772 -0.00623492 -0.0245167 -0.0150043 6.34422 -11.5027 -10537.3 3344.47 -974.594 
55 2624.78 -12.8698 -8.84658 152.366 0.000497547 -0.00623566 -0.0246804 -0.0294236 5.75819 -9.95796 -8884.1 3564.5 -1430.17 
56 2609.62 -12.7782 -9.31585 153.922 0.000533097 -0.00623715 -0.0250078 -0.0583836 4.58618 -6.86843 -5578.67 4006.23 -2341.16 
57 2596.59 -12.5948 -10.2544 157.033 0.000604196 -0.00624013 -0.0256627 -0.116788 2.2424 -0.689391 1028.57 4896.33 -4162.5 
58 2596.55 -12.583 -10.3149 157.233 0.000608776 -0.00624032 -0.0257049 -0.120573 2.09143 -0.291349 1454.03 4953.98 -4279.8 
59 2595.32 -12.5712 -10.3753 157.433 0.000514209 -0.00657831 -0.0254553 -2.40854 2.70626 0.142809 -1092.14 -4942.46 -3965.49 
60 2595.27 -12.5732 -10.3651 157.4 0.000530121 -0.00652144 -0.0254973 -2.02353 2.60289 0.0698183 -663.748 -3277.28 -4018.39 
61 2594.4 -12.5732 -10.3651 157.4 0.000572447 -0.00631245 -0.025241 -0.346509 2.23225 0.0588568 993.85 3387.23 -2921.2 
62 2593.44 -12.5732 -10.3651 157.4 0.000545967 -0.00636001 -0.0249121 -0.494365 2.40783 0.0714536 456.724 2319.3 -1961.56 
63 2592.67 -12.5732 -10.3651 157.4 0.000493006 -0.00645513 -0.0242544 -0.790454 2.7585 0.0965819 -616.97 183.265 -42.2836 
64 2592.67 -12.5732 -10.3651 157.4 0.000492569 -0.00645592 -0.0242489 -0.792901 2.76139 0.096789 -625.832 165.628 -26.4364 
65 2592.67 -12.5732 -10.3651 157.4 0.000497723 -0.00645744 -0.0242477 -0.804266 2.72377 0.0936045 -462.008 122.429 -19.4879 
66 2592.66 -12.5732 -10.3651 157.4 0.000508033 -0.00646049 -0.0242454 -0.826997 2.64854 0.0872347 -134.359 36.0329 -5.59059 
67 2592.66 -12.5732 -10.3651 157.4 0.000512265 -0.00646174 -0.0242444 -0.836329 2.61765 0.0846194 0.153455 0.563767 0.114855 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 2566.74 -12.5732 -10.3651 157.4 0.000578148 -0.00695572 -0.024255 -0.491757 3.39709 -6.5935 -90.8851 -8.75496 -239.932 
2 2566.73 -12.5732 -10.3651 157.4 0.000590246 -0.00695537 -0.0242234 -0.472222 3.30508 -6.60077 326.631 44.463 -125.168 
3 2566.73 -12.5732 -10.3651 157.4 0.000581553 -0.0069576 -0.0241907 -0.467401 3.36585 -6.59572 85.7561 13.4171 -32.7142 
4 2566.73 -12.5732 -10.3651 157.4 0.000578446 -0.00695839 -0.024179 -0.465678 3.38758 -6.59391 -0.358218 2.31789 0.338523 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 5061.28 -1.20423e-007 -3.72681e-007 6.88371e-007 0.00249747 -0.000615176 0.000498619 0.252506 -4.02378 -37.7378 1890.13 -1224.36 -10898.9 
2 5046.4 -1.88684e-007 5.44263e-007 9.59997e-006 0.00223986 -0.00037357 0.00309469 -0.0907226 -3.9554 -37.7783 255.827 780.872 -316.39 
3 5046.39 -1.90366e-007 5.66846e-007 9.81945e-006 0.00223351 -0.00036762 0.00315863 -0.099264 -3.95365 -37.7793 215.155 829.857 -55.7571 
4 5046.38 -1.88668e-007 6.36061e-007 1.04809e-005 0.00222965 -0.000381956 0.00316075 -0.245767 -3.91737 -37.7973 -0.238754 -1.6444 0.369086 
5 5046.38 -9.17002e-008 2.18353e-006 2.54116e-005 0.00222958 -0.00038194 0.00316069 -0.245554 -3.91655 -37.7973 -4.88603 -0.499904 -0.350204 
6 5046.38 1.02236e-007 5.27847e-006 5.5273e-005 0.00222942 -0.000381908 0.00316059 -0.245127 -3.91492 -37.7974 -14.1806 1.78908 -1.78878 
7 5046.38 4.90108e-007 1.14684e-005 0.000114996 0.00222912 -0.000381844 0.00316038 -0.244274 -3.91164 -37.7975 -32.7697 6.36705 -4.66595 
8 5046.37 1.26585e-006 2.38481e-005 0.000234441 0.00222851 -0.000381717 0.00315997 -0.242567 -3.90509 -37.7978 -69.9479 15.523 -10.4203 
9 5046.36 2.81734e-006 4.86077e-005 0.000473333 0.00222729 -0.000381462 0.00315913 -0.239153 -3.89198 -37.7984 -144.304 33.8348 -21.9289 
10 5046.35 5.92032e-006 9.81267e-005 0.000951115 0.00222486 -0.000380952 0.00315747 -0.232326 -3.86577 -37.7996 -293.017 70.4584 -44.9462 
11 5046.31 1.21263e-005 0.000197165 0.00190668 0.00221999 -0.000379933 0.00315414 -0.218671 -3.81335 -37.8019 -590.442 143.705 -90.9809 
12 5046.25 2.45382e-005 0.000395241 0.00381781 0.00221025 -0.000377895 0.00314748 -0.191361 -3.7085 -37.8065 -1185.29 290.198 -183.051 
13 5046.14 4.9362e-005 0.000791394 0.00764007 0.00219078 -0.000373819 0.00313417 -0.136737 -3.49881 -37.8157 -2374.99 583.18 -367.191 
14 5046.01 9.90097e-005 0.0015837 0.0152846 0.00215182 -0.000365666 0.00310754 -0.0274718 -3.07944 -37.8342 -4754.38 1169.13 -735.475 
15 5045.98 0.000134746 0.00215399 0.020787 0.00212378 -0.000359797 0.00308837 0.0511889 -2.77759 -37.8475 -6467.04 1590.88 -1000.57 
16 5045.77 0.000170481 0.00272429 0.0262896 0.00212572 -0.000361303 0.00307384 0.0516929 -2.78184 -37.8359 -6429.09 1576.8 -1057.19 
17 5045.36 0.000241951 0.00386489 0.0372947 0.0021296 -0.000364314 0.00304478 0.0526997 -2.79033 -37.8127 -6353.18 1548.65 -1170.43 
18 5044.54 0.000384892 0.00614608 0.0593048 0.00213735 -0.000370335 0.00298666 0.0547089 -2.80732 -37.7662 -6201.37 1492.33 -1396.92 
19 5042.94 0.000670773 0.0107085 0.103325 0.00215285 -0.000382379 0.00287043 0.0587097 -2.84129 -37.6732 -5897.83 1379.66 -1849.9 
20 5039.94 0.00124253 0.0198332 0.191366 0.00218385 -0.000406466 0.00263795 0.0666411 -2.90919 -37.4873 -5290.98 1154.11 -2755.84 
21 5034.68 0.00238606 0.0380828 0.367447 0.00224586 -0.00045464 0.002173 0.082223 -3.04482 -37.1156 -4078.28 702.284 -4567.69 
22 5027.18 0.00467311 0.0745818 0.71961 0.00236986 -0.000550988 0.00124309 0.112264 -3.31544 -36.3724 -1656.78 -204.368 -8191.23 
23 5024.2 0.0092472 0.14758 1.42394 0.00261788 -0.000743684 -0.000616724 0.167859 -3.85411 -34.8866 3170.52 -2029.65 -15437.7 
24 5023.41 0.00781033 0.124649 1.20268 0.00253997 -0.000683152 -3.24956e-005 0.151038 -3.68527 -35.3532 1656.36 -1454.55 -13161.4 
25 5015 0.00924719 0.14758 1.42394 0.0025392 -0.000674585 8.52367e-006 0.196303 -3.67155 -34.9032 1827.67 -920.068 -13022.8 
26 4998.52 0.0121209 0.193442 1.86644 0.00253765 -0.000657453 9.05623e-005 0.286834 -3.64409 -34.0032 2170.29 148.804 -12745.5 
27 4966.89 0.0178684 0.285167 2.75145 0.00253456 -0.000623187 0.00025464 0.46791 -3.58911 -32.2031 2855.48 2286.21 -12190.9 
28 4908.89 0.0293632 0.468617 4.52147 0.00252838 -0.000554655 0.000582794 0.830113 -3.47891 -28.6031 4225.64 6559.7 -11081.8 
29 4814.04 0.052353 0.835516 8.06151 0.00251602 -0.000417591 0.0012391 1.55472 -3.25748 -21.4031 6965.12 15101.3 -8863.92 
30 4708.88 0.0983326 1.56931 15.1416 0.0024913 -0.000143464 0.00255172 3.00474 -2.81058 -7.00367 12440.7 32163.3 -4429.01 
31 4698.3 0.118249 1.88716 18.2084 0.00248059 -2.47243e-005 0.00312029 3.63315 -2.61533 -0.766708 14811.1 39545 -2508.38 
32 4682.72 0.118249 1.88716 18.2084 0.00222256 -0.000713637 0.00316399 -3.34739 -0.0854975 -1.7104 26.3095 -40.8278 -483.14 
33 4682.69 0.11825 1.88716 18.2084 0.00221583 -0.000705246 0.00327883 -3.38568 -0.129644 -1.70944 222.75 -82.5372 19.1336 
34 4682.69 0.11825 1.88716 18.2084 0.00221179 -0.000703646 0.00328054 -3.37156 -0.0907174 -1.7122 -0.0625463 0.028194 0.0273931 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 5031.15 0.11825 1.88716 18.2084 0.00455659 -0.000658963 0.00359516 0.754684 -3.4636 -34.5002 1711.48 -925.394 -3446.84 
2 5029.9 0.11825 1.88716 18.2084 0.00448581 -0.000490593 0.00423698 1.73714 -3.40711 -34.4056 1299.42 5617.69 -1329.61 
3 5029.5 0.11825 1.88716 18.2084 0.00443362 -0.00056851 0.00446762 0.701176 -3.12443 -34.5427 -412.127 80.8306 -65.6388 
4 5029.5 0.11825 1.88716 18.2084 0.00444063 -0.000570215 0.00446964 0.682191 -3.1968 -34.5367 -0.513375 -24.0734 -7.95014 
5 5029.5 0.118249 1.88716 18.2084 0.00444091 -0.000568817 0.00447019 0.695604 -3.2001 -34.535 18.8527 52.9349 -10.1333 
6 5029.5 0.118249 1.88716 18.2084 0.00444074 -0.000568757 0.00447087 0.695457 -3.19916 -34.5351 13.3474 53.1215 -7.82958 
7 5029.5 0.118249 1.88717 18.2084 0.00444042 -0.000568637 0.00447223 0.695162 -3.19728 -34.5353 2.33691 53.4947 -3.22204 
8 5029.5 0.118249 1.88717 18.2084 0.00443977 -0.000568396 0.00447494 0.694571 -3.19353 -34.5358 -19.6841 54.2411 5.99305 
9 5029.5 0.118249 1.88717 18.2084 0.00443846 -0.000567914 0.00448038 0.69339 -3.18602 -34.5367 -63.7263 55.7337 24.4233 
10 5029.49 0.118248 1.88717 18.2085 0.00443585 -0.000566951 0.00449125 0.691027 -3.171 -34.5385 -151.811 58.7184 61.2838 
11 5029.49 0.118248 1.88717 18.2085 0.0044347 -0.000566525 0.00449605 0.689984 -3.16437 -34.5393 -190.707 60.0362 77.5605 
12 5029.49 0.118248 1.88717 18.2085 0.00443898 -0.000567873 0.00449431 0.678568 -3.20556 -34.536 44.1905 -7.48582 98.9346 
13 5029.49 0.118248 1.88717 18.2085 0.0044393 -0.000568216 0.00448975 0.680135 -3.20406 -34.536 36.6635 -5.4307 78.8365 
14 5029.49 0.118247 1.88717 18.2085 0.00443993 -0.000568902 0.00448064 0.683269 -3.20105 -34.536 21.6092 -1.32078 38.6404 
15 5029.49 0.118247 1.88717 18.2085 0.0044412 -0.000570274 0.00446241 0.689536 -3.19504 -34.536 -8.50065 6.89773 -41.752 
16 5029.49 0.118247 1.88717 18.2085 0.00444074 -0.000569781 0.00446895 0.687286 -3.1972 -34.536 2.30697 3.94804 -12.8965 
17 5029.49 0.118247 1.88717 18.2085 0.00444049 -0.000570647 0.00446896 0.678588 -3.19475 -34.5371 -12.1221 -45.4359 -10.1815 
18 5029.49 0.118247 1.88718 18.2085 0.00443999 -0.000572379 0.00446897 0.661191 -3.18983 -34.5394 -40.9802 -144.204 -4.75168 
19 5029.49 0.118246 1.88718 18.2085 0.004439 -0.000575843 0.00446899 0.626397 -3.18001 -34.544 -98.6963 -341.74 6.10803 
20 5029.49 0.118247 1.88718 18.2085 0.00443943 -0.000574356 0.00446898 0.641334 -3.18423 -34.542 -73.9178 -256.934 1.44577 
21 5029.49 0.118246 1.88718 18.2085 0.00443943 -0.000574356 0.00446898 0.641332 -3.18423 -34.542 -73.9179 -256.934 1.44496 
22 5029.49 0.118246 1.88718 18.2086 0.00443943 -0.000574357 0.00446898 0.641328 -3.18422 -34.5419 -73.9181 -256.933 1.44334 
23 5029.49 0.118245 1.88719 18.2086 0.00443943 -0.000574357 0.00446898 0.641319 -3.18421 -34.5418 -73.9184 -256.933 1.4401 
24 5029.49 0.118243 1.88719 18.2087 0.00443943 -0.000574359 0.00446897 0.641302 -3.18419 -34.5417 -73.9192 -256.931 1.43361 
25 5029.48 0.118239 1.88721 18.2089 0.00443943 -0.000574362 0.00446897 0.641268 -3.18415 -34.5413 -73.9208 -256.927 1.42064 
26 5029.47 0.118232 1.88725 18.2093 0.00443942 -0.000574368 0.00446897 0.641199 -3.18407 -34.5405 -73.9239 -256.92 1.3947 
27 5029.44 0.118216 1.88732 18.2101 0.00443942 -0.000574379 0.00446896 0.641061 -3.1839 -34.539 -73.9302 -256.907 1.34282 
28 5029.39 0.118186 1.88746 18.2116 0.00443942 -0.000574402 0.00446894 0.640786 -3.18357 -34.536 -73.9428 -256.879 1.23905 
29 5029.28 0.118125 1.88774 18.2147 0.00443941 -0.000574449 0.00446891 0.640235 -3.18291 -34.5299 -73.9679 -256.824 1.03152 
30 5029.07 0.118003 1.88831 18.2208 0.0044394 -0.000574541 0.00446885 0.639134 -3.18159 -34.5177 -74.0181 -256.713 0.61645 
31 5028.64 0.11776 1.88945 18.233 0.00443938 -0.000574726 0.00446872 0.636931 -3.17894 -34.4934 -74.1185 -256.492 -0.213686 
32 5027.79 0.117273 1.89172 18.2576 0.00443933 -0.000575096 0.00446846 0.632525 -3.17366 -34.4448 -74.3193 -256.05 -1.87397 
33 5026.08 0.116299 1.89626 18.3066 0.00443923 -0.000575837 0.00446795 0.623714 -3.16308 -34.3476 -74.7208 -255.166 -5.19459 
34 5022.7 0.114352 1.90533 18.4047 0.00443903 -0.000577318 0.00446692 0.606091 -3.14192 -34.1532 -75.5235 -253.394 -11.836 
35 5015.98 0.110457 1.92349 18.6008 0.00443863 -0.00058028 0.00446486 0.570845 -3.09961 -33.7644 -77.1277 -249.844 -25.1196 
36 5002.77 0.102667 1.9598 18.9931 0.00443783 -0.000586203 0.00446075 0.500353 -3.01499 -32.9867 -80.3307 -242.709 -51.69 
37 4977.28 0.0870874 2.03243 19.7777 0.00443622 -0.00059805 0.00445252 0.35937 -2.84575 -31.4314 -86.7158 -228.31 -104.843 
38 4930.01 0.0559279 2.17769 21.3469 0.00443302 -0.000621744 0.00443605 0.0774055 -2.50727 -28.3208 -99.4021 -198.988 -211.199 
39 4850.3 -0.0063911 2.4682 24.4853 0.00442662 -0.000669132 0.00440313 -0.486517 -1.83027 -22.0997 -124.439 -138.251 -424.11 
40 4750.14 -0.131029 3.04922 30.762 0.00441382 -0.000763909 0.00433728 -1.61434 -0.476184 -9.65742 -173.172 -8.40148 -850.726 
41 4726.89 -0.226643 3.49495 35.5771 0.00440399 -0.000836615 0.00428677 -2.47951 0.562664 -0.112583 -209.345 98.7786 -1178.72 
42 4726.81 -0.226728 3.49534 35.5814 0.00442553 -0.000846845 0.00440803 -2.71416 0.222076 -0.0908012 1696.49 -1043.44 -385.354 
43 4726.73 -0.226813 3.49574 35.5857 0.00438571 -0.000819334 0.00454333 -2.58851 0.483846 -0.0977878 189.886 -123.812 -40.7243 
44 4726.73 -0.226824 3.49579 35.5863 0.00438073 -0.000815898 0.00456023 -2.57282 0.516545 -0.0986621 1.70594 -8.95675 2.321 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 4828.39 -0.226824 3.49579 35.5863 0.00615517 -0.000556297 0.0048495 2.35404 -3.66207 -41.158 1324.66 -984.263 -6433.9 
2 4823.47 -0.226825 3.49579 35.5863 0.0059432 -0.000265758 0.00663001 3.38951 -3.28037 -41.0958 -910.72 7075.85 -40.657 
3 4823.3 -0.226824 3.49579 35.5863 0.00597569 -0.000310285 0.00635714 3.23111 -3.33931 -41.1052 -567.081 5841.62 -1020.35 
4 4823.19 -0.226825 3.49579 35.5863 0.00597369 -0.000483603 0.00657497 1.28927 -3.5431 -41.2752 448.464 -4801.16 837.963 
5 4822.96 -0.226825 3.49579 35.5863 0.00597459 -0.000405429 0.00647672 2.16511 -3.45108 -41.1985 -9.60606 -0.762104 -0.267973 
6 4822.96 -0.226825 3.49579 35.5863 0.00597791 -0.000405105 0.00647676 2.1685 -3.48404 -41.1947 176.554 17.899 16.2869 
7 4822.96 -0.226826 3.49579 35.5863 0.00597794 -0.000405114 0.00647651 2.16866 -3.48402 -41.1947 176.507 18.5246 15.1909 
8 4822.96 -0.226828 3.4958 35.5863 0.00597798 -0.000405134 0.006476 2.16899 -3.48399 -41.1946 176.413 19.7757 12.999 
9 4822.96 -0.226831 3.4958 35.5864 0.00597808 -0.000405173 0.00647498 2.16965 -3.48392 -41.1944 176.224 22.2781 8.61509 
10 4822.95 -0.226837 3.49581 35.5865 0.00597827 -0.000405251 0.00647294 2.17098 -3.48378 -41.1941 175.847 27.2827 -0.152694 
11 4822.94 -0.226849 3.49583 35.5867 0.00597864 -0.000405407 0.00646886 2.17363 -3.48352 -41.1934 175.093 37.2919 -17.6883 
12 4822.92 -0.226874 3.49587 35.5872 0.0059794 -0.000405718 0.00646071 2.17892 -3.48298 -41.1919 173.584 57.3101 -52.7594 
13 4822.89 -0.226923 3.49595 35.5882 0.00598091 -0.000406342 0.0064444 2.18952 -3.4819 -41.1891 170.566 97.3455 -122.902 
14 4822.81 -0.227021 3.4961 35.59 0.00598392 -0.000407589 0.00641179 2.2107 -3.47975 -41.1834 164.525 177.412 -263.185 
15 4822.69 -0.227218 3.49642 35.5938 0.00598996 -0.000410084 0.00634657 2.25307 -3.47546 -41.1721 152.428 337.53 -543.752 
16 4822.48 -0.227612 3.49705 35.6013 0.00600202 -0.000415073 0.00621612 2.3378 -3.46686 -41.1495 128.172 657.7 -1104.88 
17 4822.28 -0.2284 3.4983 35.6163 0.00602616 -0.000425051 0.00595522 2.50721 -3.44969 -41.1042 79.4182 1297.79 -2227.11 
18 4822.28 -0.228545 3.49853 35.619 0.00603059 -0.000426883 0.00590731 2.53831 -3.44654 -41.0959 70.429 1415.3 -2433.21 
19 4822.18 -0.22869 3.49876 35.6218 0.006034 -0.000449159 0.00589454 2.3306 -3.46878 -41.1084 188.246 234.488 -2377.37 
